accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
A0A8H3WE31,PIF1,Colletotrichum asianum,702518,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,853,unreviewed,AFDB,6,62.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H3WE31-F1-model_v6.cif,
A0A8H5T131,PIF1,Fusarium denticulatum,48507,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,820,unreviewed,AFDB,6,62.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5T131-F1-model_v6.cif,
A0A8J2T8D0,RRM3,Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227),1333698,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,642,unreviewed,AFDB,6,73.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8J2T8D0-F1-model_v6.cif,
A0A8J8WMJ2,PIF1,Penicillium ucsense,2839758,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,727,unreviewed,AFDB,6,67.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8J8WMJ2-F1-model_v6.cif,
A0A8K0LFH0,PIF1,Elsinoe batatas,2601811,Pezizomycotina,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,916,unreviewed,AFDB,6,61.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8K0LFH0-F1-model_v6.cif,
A0A8T9C083,pif1,Lachnellula suecica,602035,Pezizomycotina,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,889,unreviewed,AFDB,6,61.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8T9C083-F1-model_v6.cif,
A0A9N9L4M2,PIF1,Hymenoscyphus fraxineus,746836,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,914,unreviewed,AFDB,6,60.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9N9L4M2-F1-model_v6.cif,
A0A9P5AP51,PIF1,Fusarium beomiforme,44412,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,818,unreviewed,AFDB,6,62.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P5AP51-F1-model_v6.cif,
A0A9P5F6D8,pif1-2,Colletotrichum siamense (Anthracnose fungus),690259,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,853,unreviewed,AFDB,6,62.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P5F6D8-F1-model_v6.cif,
A0A9P5IFU8,PIF1,Botrytis byssoidea,139641,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,910,unreviewed,AFDB,6,60.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P5IFU8-F1-model_v6.cif,
A0A9P7HAM0,PIF1,Fusarium avenaceum,40199,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,819,unreviewed,AFDB,6,62.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P7HAM0-F1-model_v6.cif,
A0A9P8NYE8,PIF1,Ogataea philodendri,1378263,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,834,unreviewed,AFDB,6,65.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8NYE8-F1-model_v6.cif,
A0A9P8TS07,PIF1,Trichoderma cornu-damae,654480,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,855,unreviewed,AFDB,6,61.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8TS07-F1-model_v6.cif,
A0A9Q8LAV6,PIF1,Fulvia fulva (Tomato leaf mold) (Passalora fulva),5499,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Fulvia,911,unreviewed,AFDB,6,60.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q8LAV6-F1-model_v6.cif,
A0A9Q8QLM5,PIF1,Purpureocillium takamizusanense,2060973,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,868,unreviewed,AFDB,6,61.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q8QLM5-F1-model_v6.cif,
A0A9W9HYZ6,PIF1,Penicillium canariense,189055,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,730,unreviewed,AFDB,6,66.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9HYZ6-F1-model_v6.cif,
A0A9W9RW94,PIF1,Penicillium brevicompactum,5074,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,754,unreviewed,AFDB,6,64.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9RW94-F1-model_v6.cif,
A0AAD9T215,PIF1,Diplocarpon rosae,946125,Pezizomycotina,Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon,932,unreviewed,AFDB,6,59.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD9T215-F1-model_v6.cif,
A0AAI9SXC1,PIF1,Candida oxycetoniae,497107,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,638,unreviewed,AFDB,6,75.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAI9SXC1-F1-model_v6.cif,
A0AAV9SU16,PIF1,Colletotrichum tabaci,1209068,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,839,unreviewed,AFDB,6,62.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV9SU16-F1-model_v6.cif,
A0AAV9UWD6,PIF1,Orbilia brochopaga,3140254,Pezizomycotina,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,829,unreviewed,AFDB,6,62.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV9UWD6-F1-model_v6.cif,
A0AB34KML8,pif1,Cladosporium halotolerans,1052096,Pezizomycotina,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,895,unreviewed,AFDB,6,61.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AB34KML8-F1-model_v6.cif,
A0ABN8WKL1,SUVZ15G1840,Saccharomyces uvarum (Yeast) (Saccharomyces bayanus var. uvarum),230603,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,731,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ8N742,PIF1,Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea),148305,Pezizomycotina,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,864,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ8WGQ7,PIF1,Penicillium chrysogenum (Penicillium notatum),5076,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,720,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR2V6U6,PIF1,Seiridium unicorne,138068,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seiridium,872,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABY6SM04,PIF1,Podospora comata,48703,Pezizomycotina,Sordariomycetes,Sordariales,Podosporaceae,Podospora,835,unreviewed,MISSING_predict_with_AF3,,,,,
B3LLJ4,PIF1,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),285006,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,859,unreviewed,AFDB,6,65.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B3LLJ4-F1-model_v6.cif,
B6Q6C2,PIF1,Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei),441960,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,802,unreviewed,AFDB,6,62.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B6Q6C2-F1-model_v6.cif,
C5DFL7,PIF1,Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans),559295,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,899,unreviewed,AFDB,6,61.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C5DFL7-F1-model_v6.cif,
C5DM92,RRM3,Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans),559295,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,693,unreviewed,AFDB,6,70.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C5DM92-F1-model_v6.cif,
C5MAG5,PIF1,Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast),294747,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,781,unreviewed,AFDB,6,61.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C5MAG5-F1-model_v6.cif,
E4V3W1,PIF1,Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum),535722,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia,760,unreviewed,AFDB,6,63.91,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E4V3W1-F1-model_v6.cif,
E9ETX6,PIF1,Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23)),655844,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,813,unreviewed,AFDB,6,61.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E9ETX6-F1-model_v6.cif,
G4N540,PIF1,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),242507,Pezizomycotina,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,864,unreviewed,AFDB,6,60.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G4N540-F1-model_v6.cif,
J5JW44,PIF1,Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae),655819,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,798,unreviewed,AFDB,6,63.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J5JW44-F1-model_v6.cif,
M1WCW3,PIF1,Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum),1111077,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,800,unreviewed,AFDB,6,62.53,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-M1WCW3-F1-model_v6.cif,
Q6CEU3,PIF1,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,Saccharomycotina,Dipodascomycetes,Dipodascales,,Yarrowia,1113,unreviewed,AFDB,6,51.97,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q6CEU3-F1-model_v6.cif,
W9CKN3,PIF1,Sclerotinia borealis (strain F-4128),1432307,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,898,unreviewed,AFDB,6,61.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-W9CKN3-F1-model_v6.cif,
A0A010SLY8,PIF1,Colletotrichum fioriniae PJ7,1445577,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,921,unreviewed,AFDB,6,59.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A010SLY8-F1-model_v6.cif,
A0A0A2KKZ8,PIF1,Penicillium italicum (Blue mold),40296,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,720,unreviewed,AFDB,6,66.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0A2KKZ8-F1-model_v6.cif,
A0A0C7N9H1,RRM3,Lachancea lanzarotensis,1245769,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,680,unreviewed,AFDB,6,72.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0C7N9H1-F1-model_v6.cif,
A0A0D2AM31,PIF1,Verruconis gallopava,253628,Pezizomycotina,Dothideomycetes,Venturiales,Sympoventuriaceae,Verruconis,1165,unreviewed,AFDB,6,53.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D2AM31-F1-model_v6.cif,
A0A0D2CU01,PIF1,Cladophialophora immunda,569365,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,792,unreviewed,AFDB,6,64.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D2CU01-F1-model_v6.cif,
A0A0F4GSW0,PIF1,Zymoseptoria brevis,1047168,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,886,unreviewed,AFDB,6,60.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F4GSW0-F1-model_v6.cif,
A0A0F7TPW7,PIF1,Penicillium brasilianum,104259,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,723,unreviewed,AFDB,6,65.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F7TPW7-F1-model_v6.cif,
A0A0F8V674,PIF1,Aspergillus rambellii,308745,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,799,unreviewed,AFDB,6,64.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F8V674-F1-model_v6.cif,
A0A0J9X617,PIF1,Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum),1173061,Saccharomycotina,Dipodascomycetes,Dipodascales,Dipodascaceae,Geotrichum,768,unreviewed,AFDB,6,63.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0J9X617-F1-model_v6.cif,
A0A0J9XD28,PIF1,Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum),1173061,Saccharomycotina,Dipodascomycetes,Dipodascales,Dipodascaceae,Geotrichum,997,unreviewed,AFDB,6,56.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0J9XD28-F1-model_v6.cif,
A0A0L1J6G6,PIF1,Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93),1509407,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,738,unreviewed,AFDB,6,65.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0L1J6G6-F1-model_v6.cif,
A0A0P1KUZ5,RRM3,Lachancea quebecensis,1654605,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,695,unreviewed,AFDB,6,70.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0P1KUZ5-F1-model_v6.cif,
A0A0U1LMZ8,PIF1,Talaromyces islandicus (Penicillium islandicum),28573,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,745,unreviewed,AFDB,6,65.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0U1LMZ8-F1-model_v6.cif,
A0A0U5FW00,PIF1,Aspergillus calidoustus,454130,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,803,unreviewed,AFDB,6,63.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0U5FW00-F1-model_v6.cif,
A0A179UY81,PIF1,Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis),559298,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces,798,unreviewed,AFDB,6,63.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A179UY81-F1-model_v6.cif,
A0A194VFA7,PIF1,Cytospora mali (Apple Valsa canker fungus) (Valsa mali),578113,Pezizomycotina,Sordariomycetes,Diaporthales,Cytosporaceae,Cytospora,818,unreviewed,AFDB,6,60.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A194VFA7-F1-model_v6.cif,
A0A1E1KHD1,PIF1,Rhynchosporium graminicola,2792576,Pezizomycotina,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,899,unreviewed,AFDB,6,60.97,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1E1KHD1-F1-model_v6.cif,
A0A1E5R2E4,PIF1,Hanseniaspora osmophila,56408,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,781,unreviewed,MISSING_predict_with_AF3,,,,,
A0A1E5RH49,PIF1,Hanseniaspora osmophila,56408,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,931,unreviewed,MISSING_predict_with_AF3,,,,,
A0A1E5RYU5,PIF1,Hanseniaspora uvarum (Yeast) (Kloeckera apiculata),29833,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,762,unreviewed,MISSING_predict_with_AF3,,,,,
A0A1G4JAR2,RRM3,Lachancea meyersii CBS 8951,1266667,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,689,unreviewed,AFDB,6,71.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4JAR2-F1-model_v6.cif,
A0A1G4JJ13,PIF1,Lachancea meyersii CBS 8951,1266667,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,883,unreviewed,AFDB,6,63.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4JJ13-F1-model_v6.cif,
A0A1G4KK60,PIF1,Lachancea nothofagi CBS 11611,1266666,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,876,unreviewed,AFDB,6,62.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4KK60-F1-model_v6.cif,
A0A1G4M6E1,PIF1,Lachancea fermentati (Zygosaccharomyces fermentati),4955,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,950,unreviewed,AFDB,6,59.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4M6E1-F1-model_v6.cif,
A0A1J9QG29,PIF1,Blastomyces percursus,1658174,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces,795,unreviewed,AFDB,6,63.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1J9QG29-F1-model_v6.cif,
A0A1L0D0Q5,PIF1,Hanseniaspora guilliermondii,56406,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,759,unreviewed,AFDB,6,69.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1L0D0Q5-F1-model_v6.cif,
A0A1L7VNC0,PIF1,Fusarium proliferatum (strain ET1) (Orchid endophyte fungus),1227346,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,821,unreviewed,AFDB,6,61.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1L7VNC0-F1-model_v6.cif,
A0A1X7R554,RRM3,Maudiozyma saulgeensis,1789683,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,762,unreviewed,AFDB,6,65.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1X7R554-F1-model_v6.cif,
A0A218YVE5,PIF1,Diplocarpon coronariae,2795749,Pezizomycotina,Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon,880,unreviewed,AFDB,6,61.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A218YVE5-F1-model_v6.cif,
A0A232LWR6,PIF1,Elaphomyces granulatus,519963,Pezizomycotina,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,781,unreviewed,AFDB,6,63.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A232LWR6-F1-model_v6.cif,
A0A292Q3K7,PIF1,Tuber aestivum (summer truffle),59557,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Tuber,909,unreviewed,AFDB,6,57.03,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A292Q3K7-F1-model_v6.cif,
A0A2B7WVK7,PIF1,Helicocarpus griseus UAMH5409,1447875,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Helicocarpus,752,unreviewed,AFDB,6,65.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2B7WVK7-F1-model_v6.cif,
A0A2D3UXI5,PIF1,Ramularia collo-cygni,112498,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,834,unreviewed,MISSING_predict_with_AF3,,,,,
A0A2K1QRC5,PIF1,Sphaceloma murrayae,2082308,Pezizomycotina,Dothideomycetes,Myriangiales,Elsinoaceae,Sphaceloma,847,unreviewed,AFDB,6,63.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2K1QRC5-F1-model_v6.cif,
A0A2S6CBW7,PIF1,Cercospora berteroae,357750,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,928,unreviewed,AFDB,6,60.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2S6CBW7-F1-model_v6.cif,
A0A2V1A9H7,PIF1,Candidozyma duobushaemuli,1231522,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,791,unreviewed,AFDB,6,65.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2V1A9H7-F1-model_v6.cif,
A0A2V1ALF0,PIF1,Candidozyma haemuli,45357,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,811,unreviewed,AFDB,6,66.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2V1ALF0-F1-model_v6.cif,
A0A2W1ERC3,PIF1,Pyrenophora tritici-repentis,45151,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,788,unreviewed,AFDB,6,64.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2W1ERC3-F1-model_v6.cif,
A0A364L1Q7,PIF1,Talaromyces amestolkiae,1196081,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,800,unreviewed,AFDB,6,63.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A364L1Q7-F1-model_v6.cif,
A0A367L4D8,PIF1,Ophiocordyceps polyrhachis-furcata BCC 54312,1330021,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,1521,unreviewed,MISSING_predict_with_AF3,,,,,
A0A367YDY7,PIF1_1,Candida viswanathii,5486,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,749,unreviewed,AFDB,6,63.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A367YDY7-F1-model_v6.cif,
A0A384JQ16,PIF1,Botrytis cinerea (strain B05.10) (Noble rot fungus) (Botryotinia fuckeliana),332648,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,914,unreviewed,AFDB,6,60.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A384JQ16-F1-model_v6.cif,
A0A423WMC8,PIF1,Cytospora schulzeri,448051,Pezizomycotina,Sordariomycetes,Diaporthales,Cytosporaceae,Cytospora,599,unreviewed,AFDB,6,67.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A423WMC8-F1-model_v6.cif,
A0A448YGA8,PIF1,Brettanomyces naardenensis (Yeast),13370,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,866,unreviewed,AFDB,6,63.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A448YGA8-F1-model_v6.cif,
A0A448YPH1,PIF1,Brettanomyces naardenensis (Yeast),13370,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,652,unreviewed,AFDB,6,74.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A448YPH1-F1-model_v6.cif,
A0A4Y8D3B0,PIF1,Botryotinia calthae,38488,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botryotinia,909,unreviewed,AFDB,6,60.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Y8D3B0-F1-model_v6.cif,
A0A4Z0Z973,PIF1,Xylaria hypoxylon,37992,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,839,unreviewed,AFDB,6,61.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Z0Z973-F1-model_v6.cif,
A0A507AHL1,PIF1,Thyridium curvatum,1093900,Pezizomycotina,Sordariomycetes,Thyridiales,Thyridiaceae,Thyridium,857,unreviewed,AFDB,6,60.91,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A507AHL1-F1-model_v6.cif,
A0A5Q4C7C0,Pif1-1,Colletotrichum shisoi,2078593,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,838,unreviewed,AFDB,6,62.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5Q4C7C0-F1-model_v6.cif,
A0A6A6V6U0,PIF1,Sporormia fimetaria CBS 119925,1340428,Pezizomycotina,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,851,unreviewed,AFDB,6,61.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A6A6V6U0-F1-model_v6.cif,
